vin,timestamp,latitude,longitude,hour,day_of_week,dist_m,truck_type_code
TRUCK_001,1/1/2024 8:13,39.78080801,-104.9490355,8,0,0.003241841,2
TRUCK_001,1/1/2024 8:13,39.78076634,-104.9522738,8,0,0.003238555,2
TRUCK_001,1/1/2024 8:13,39.78170041,-104.9546291,8,0,0.002533774,2
TRUCK_001,1/1/2024 8:14,39.78195479,-104.9576584,8,0,0.003039951,2
TRUCK_001,1/1/2024 8:14,39.78320672,-104.959269,8,0,0.002039998,2
TRUCK_001,1/1/2024 8:14,39.78376437,-104.9617933,8,0,0.002585075,2
TRUCK_001,1/1/2024 8:15,39.78496345,-104.9634774,8,0,0.002067389,2
TRUCK_001,1/1/2024 8:15,39.78742932,-104.9639829,8,0,0.002517148,2
TRUCK_001,1/1/2024 8:15,39.78900751,-104.9664237,8,0,0.002906601,2
TRUCK_001,1/1/2024 8:16,39.79057231,-104.9688588,8,0,0.002894507,2
TRUCK_001,1/1/2024 8:16,39.79307299,-104.968785,8,0,0.002501763,2
TRUCK_001,1/1/2024 8:16,39.7955743,-104.9687553,8,0,0.002501488,2
TRUCK_001,1/1/2024 8:21,39.75101173,-104.910338,8,0,0.073473862,2
TRUCK_001,1/1/2024 8:22,39.7522028,-104.9069598,8,0,0.003581982,2
TRUCK_001,1/1/2024 8:22,39.75108396,-104.9152537,8,0,0.008369043,2
TRUCK_001,1/1/2024 8:22,39.75107716,-104.9201756,8,0,0.004921863,2
TRUCK_001,1/1/2024 8:22,39.75106968,-104.9250974,8,0,0.00492186,2
TRUCK_001,1/1/2024 8:23,39.75106001,-104.9300193,8,0,0.004921842,2
TRUCK_001,1/1/2024 8:23,39.75105131,-104.9349411,8,0,0.004921868,2
TRUCK_001,1/1/2024 8:23,39.75103882,-104.9398629,8,0,0.004921831,2
TRUCK_001,1/1/2024 8:24,39.7511957,-104.9447767,8,0,0.004916272,2
TRUCK_001,1/1/2024 8:24,39.75119435,-104.9496986,8,0,0.004921883,2
TRUCK_001,1/1/2024 8:24,39.75108839,-104.9546162,8,0,0.004918739,2
TRUCK_001,1/1/2024 8:25,39.75072154,-104.9595106,8,0,0.004908099,2
TRUCK_001,1/1/2024 8:25,39.75071793,-104.9644324,8,0,0.004921831,2
TRUCK_001,1/1/2024 8:25,39.75072441,-104.9693542,8,0,0.004921834,2
TRUCK_001,1/1/2024 8:26,39.75073514,-104.974276,8,0,0.004921842,2
TRUCK_001,1/1/2024 8:26,39.75014591,-104.9788182,8,0,0.004580244,2
TRUCK_001,1/1/2024 8:26,39.75082857,-104.9825873,8,0,0.003830381,2
TRUCK_001,1/1/2024 8:27,39.75351619,-104.986066,8,0,0.004395971,2
TRUCK_001,1/1/2024 8:27,39.75620001,-104.9895498,8,0,0.004397709,2
TRUCK_001,1/1/2024 8:27,39.75888223,-104.9930358,8,0,0.004398483,2
TRUCK_001,1/1/2024 8:28,39.76244393,-104.9942489,8,0,0.00376263,2
TRUCK_001,1/1/2024 8:28,39.76620941,-104.9948501,8,0,0.003813173,2
TRUCK_001,1/1/2024 8:28,39.76927363,-104.9962001,8,0,0.003348417,2
TRUCK_001,1/1/2024 8:29,39.76927798,-105.0011232,8,0,0.004923145,2
TRUCK_001,1/1/2024 8:29,39.76927964,-105.0060464,8,0,0.004923171,2
TRUCK_001,1/1/2024 8:29,39.76928161,-105.0109696,8,0,0.004923171,2
TRUCK_001,1/1/2024 8:30,39.76928361,-105.0158927,8,0,0.004923171,2
TRUCK_001,1/1/2024 8:30,39.76928453,-105.0208159,8,0,0.004923171,2
TRUCK_001,1/1/2024 8:30,39.76929411,-105.0257389,8,0,0.004922983,2
TRUCK_001,1/1/2024 8:31,39.76942671,-105.030659,8,0,0.004921922,2
TRUCK_001,1/1/2024 8:31,39.76953369,-105.0355793,8,0,0.004921473,2
TRUCK_001,1/1/2024 8:31,39.7694596,-105.0405012,8,0,0.004922421,2
TRUCK_001,1/1/2024 8:37,39.7346873,-104.9257591,8,0,0.119895214,2
TRUCK_001,1/1/2024 8:37,39.73468471,-104.9297381,8,0,0.003978981,2
TRUCK_001,1/1/2024 8:37,39.73550269,-104.9326797,8,0,0.003053194,2
TRUCK_001,1/1/2024 8:38,39.73648802,-104.9353985,8,0,0.002891867,2
TRUCK_001,1/1/2024 8:38,39.73648272,-104.9393776,8,0,0.003979091,2
TRUCK_001,1/1/2024 8:38,39.73676397,-104.9433183,8,0,0.003950702,2
TRUCK_001,1/1/2024 8:39,39.73676879,-104.9472973,8,0,0.003979099,2
TRUCK_001,1/1/2024 8:39,39.73679372,-104.9512763,8,0,0.003979017,2
TRUCK_001,1/1/2024 8:39,39.7368119,-104.9552553,8,0,0.003979055,2
TRUCK_001,1/1/2024 8:40,39.73682299,-104.9592344,8,0,0.0039791,2
TRUCK_001,1/1/2024 8:40,39.73682805,-104.9632135,8,0,0.003979122,2
TRUCK_001,1/1/2024 8:40,39.73683379,-104.9671926,8,0,0.003979122,2
TRUCK_001,1/1/2024 8:41,39.73688311,-104.9711701,8,0,0.003977796,2
TRUCK_001,1/1/2024 8:41,39.73688174,-104.9751492,8,0,0.003979099,2
TRUCK_001,1/1/2024 8:41,39.73688464,-104.9791283,8,0,0.003979127,2
TRUCK_001,1/1/2024 8:42,39.73687522,-104.9831073,8,0,0.003978981,2
TRUCK_001,1/1/2024 8:42,39.73684715,-104.9870861,8,0,0.003978851,2
TRUCK_001,1/1/2024 8:42,39.73685455,-104.9910652,8,0,0.003979121,2
TRUCK_001,1/1/2024 8:43,39.73685979,-104.9950443,8,0,0.003979123,2
TRUCK_001,1/1/2024 8:43,39.73687376,-104.9990233,8,0,0.003979076,2
TRUCK_001,1/1/2024 8:43,39.68699927,-104.9550602,8,0,0.06648475,2
TRUCK_001,1/1/2024 8:44,39.73690081,-105.0069815,8,0,0.072013746,2
TRUCK_001,1/1/2024 8:44,39.7369086,-105.0109606,8,0,0.003979122,2
TRUCK_001,1/1/2024 8:44,39.7361248,-105.0139207,8,0,0.003062135,2
TRUCK_001,1/1/2024 8:50,39.7368837,-104.9776229,8,0,0.036305733,2
TRUCK_001,1/1/2024 8:50,39.74853193,-104.9781543,8,0,0.01166035,2
TRUCK_001,1/1/2024 8:50,39.75876018,-104.9733531,8,0,0.011299048,2
TRUCK_001,1/1/2024 8:51,39.77019719,-104.9720324,8,0,0.011513017,2
TRUCK_001,1/1/2024 8:51,39.77362414,-104.9587187,8,0,0.013747671,2
TRUCK_001,1/1/2024 9:01,39.77892703,-104.9498122,9,0,0.010365605,2
TRUCK_001,1/1/2024 9:02,39.78726287,-104.9417069,9,0,0.011626764,2
TRUCK_001,1/1/2024 9:02,39.791053,-104.9319752,9,0,0.01044374,2
TRUCK_002,1/1/2024 8:00,39.7496302,-105.0003498,8,0,0,1
TRUCK_002,1/1/2024 8:00,39.71759157,-104.9627567,8,0,0.049393504,1
TRUCK_002,1/1/2024 8:00,39.7523996,-104.9985123,8,0,0.049900555,1
TRUCK_002,1/1/2024 8:01,39.75378696,-104.9967173,8,0,0.002268651,1
TRUCK_002,1/1/2024 8:01,39.75286361,-104.994919,8,0,0.002021484,1
TRUCK_002,1/1/2024 8:01,39.75388764,-104.99312,8,0,0.002070066,1
TRUCK_002,1/1/2024 8:02,39.75527204,-104.9913211,8,0,0.002269911,1
TRUCK_002,1/1/2024 8:02,39.75666356,-104.9895315,8,0,0.002266973,1
TRUCK_002,1/1/2024 8:02,39.75804955,-104.9877346,8,0,0.002269306,1
TRUCK_002,1/1/2024 8:03,39.75990862,-104.9876777,8,0,0.001859945,1
TRUCK_002,1/1/2024 8:03,39.76182812,-104.9871609,8,0,0.001987846,1
TRUCK_002,1/1/2024 8:03,39.76374751,-104.9866421,8,0,0.001988269,1
TRUCK_002,1/1/2024 8:04,39.76530778,-104.98526,8,0,0.002084394,1
TRUCK_002,1/1/2024 8:04,39.76669643,-104.9834663,8,0,0.00226838,1
TRUCK_002,1/1/2024 8:04,39.76808503,-104.9816726,8,0,0.002268428,1
TRUCK_002,1/1/2024 8:05,39.76949838,-104.9799117,8,0,0.002257916,1
TRUCK_002,1/1/2024 8:05,39.77089644,-104.9781305,8,0,0.002264321,1
TRUCK_002,1/1/2024 8:05,39.77228407,-104.9763354,8,0,0.002268922,1
TRUCK_002,1/1/2024 8:06,39.77367008,-104.9745382,8,0,0.002269611,1
TRUCK_002,1/1/2024 8:06,39.77505697,-104.972742,8,0,0.002269281,1
TRUCK_002,1/1/2024 8:06,39.77644403,-104.970946,8,0,0.002269238,1
TRUCK_002,1/1/2024 8:07,39.7778307,-104.9691495,8,0,0.002269429,1
TRUCK_002,1/1/2024 8:07,39.77918328,-104.9673113,8,0,0.002282206,1
TRUCK_002,1/1/2024 8:07,39.77980146,-104.9650135,8,0,0.002379541,1
TRUCK_002,1/1/2024 8:08,39.77992491,-104.9624773,8,0,0.002539158,1
TRUCK_002,1/1/2024 8:08,39.78004836,-104.9599412,8,0,0.002539158,1
TRUCK_002,1/1/2024 8:08,39.78000882,-104.9574023,8,0,0.002539168,1
TRUCK_002,1/1/2024 8:09,39.77998612,-104.9548631,8,0,0.00253927,1
TRUCK_002,1/1/2024 8:09,39.7799137,-104.9523254,8,0,0.002538773,1
TRUCK_002,1/1/2024 8:09,39.7798382,-104.9497864,8,0,0.002540129,1
TRUCK_002,1/1/2024 8:15,39.7496302,-105.0003498,8,0,0.058899751,1
TRUCK_002,1/1/2024 8:15,39.75067815,-105.000726,8,0,0.001113434,1
TRUCK_002,1/1/2024 8:15,39.75174038,-104.9993615,8,0,0.001729246,1
TRUCK_002,1/1/2024 8:16,39.75280039,-104.997994,8,0,0.001730183,1
TRUCK_002,1/1/2024 8:16,39.75385872,-104.9966244,8,0,0.001730898,1
TRUCK_002,1/1/2024 8:16,39.75311982,-104.9952528,8,0,0.001557932,1
TRUCK_002,1/1/2024 8:17,39.75330286,-104.9938798,8,0,0.001385219,1
TRUCK_002,1/1/2024 8:17,39.75435913,-104.9925074,8,0,0.001731763,1
TRUCK_002,1/1/2024 8:17,39.75541531,-104.991135,8,0,0.001731813,1
TRUCK_002,1/1/2024 8:18,39.75647819,-104.9897712,8,0,0.001729044,1
TRUCK_002,1/1/2024 8:18,39.75753652,-104.9884015,8,0,0.001730953,1
TRUCK_002,1/1/2024 8:18,39.75872369,-104.9875194,8,0,0.001478991,1
TRUCK_002,1/1/2024 8:19,39.76020669,-104.9875991,8,0,0.001485137,1
TRUCK_002,1/1/2024 8:19,39.79249769,-104.9418196,8,0,0.056022071,1
TRUCK_002,1/1/2024 8:19,39.76313544,-104.9868075,8,0,0.053722006,1
TRUCK_002,1/1/2024 8:20,39.76453522,-104.9862565,8,0,0.001504354,1
TRUCK_002,1/1/2024 8:20,39.76559534,-104.9848889,8,0,0.001730341,1
TRUCK_002,1/1/2024 8:20,39.76665466,-104.9835203,8,0,0.001730686,1
TRUCK_002,1/1/2024 8:21,39.76771408,-104.9821518,8,0,0.001730667,1
TRUCK_002,1/1/2024 8:21,39.76878209,-104.9807947,8,0,0.001726951,1
TRUCK_002,1/1/2024 8:21,39.76986594,-104.9794586,8,0,0.001720386,1
TRUCK_002,1/1/2024 8:22,39.77092647,-104.9780916,8,0,0.001730174,1
TRUCK_002,1/1/2024 8:22,39.77198504,-104.9767219,8,0,0.001731083,1
TRUCK_002,1/1/2024 8:22,39.77304398,-104.9753527,8,0,0.001730939,1
TRUCK_002,1/1/2024 8:23,39.77410057,-104.9739804,8,0,0.001731937,1
TRUCK_002,1/1/2024 8:23,39.7751588,-104.9726102,8,0,0.001731272,1
TRUCK_002,1/1/2024 8:23,39.77621703,-104.9712399,8,0,0.001731285,1
TRUCK_002,1/1/2024 8:24,39.7772753,-104.9698698,8,0,0.001731289,1
TRUCK_002,1/1/2024 8:24,39.77833255,-104.9684982,8,0,0.001731725,1
TRUCK_002,1/1/2024 8:24,39.77937924,-104.9671348,8,0,0.001718865,1
TRUCK_002,1/1/2024 8:25,39.78084052,-104.966782,8,0,0.001503258,1
TRUCK_002,1/1/2024 8:25,39.78233572,-104.9667274,8,0,0.001496202,1
TRUCK_002,1/1/2024 8:25,39.78375507,-104.9666104,8,0,0.001424157,1
TRUCK_002,1/1/2024 8:25,39.78375991,-104.9646716,8,0,0.001938875,1
TRUCK_002,1/1/2024 8:26,39.78498074,-104.9636522,8,0,0.00159045,1
TRUCK_002,1/1/2024 8:26,39.7852295,-104.9618919,8,0,0.001777799,1
TRUCK_002,1/1/2024 8:26,39.785244,-104.9599531,8,0,0.001938885,1
TRUCK_002,1/1/2024 8:27,39.78620912,-104.9592578,8,0,0.001189452,1
TRUCK_002,1/1/2024 8:27,39.78770501,-104.959257,8,0,0.001495891,1
TRUCK_002,1/1/2024 8:27,39.7892009,-104.9592561,8,0,0.001495891,1
TRUCK_002,1/1/2024 8:33,39.7400229,-104.97993,8,0,0.053346845,1
TRUCK_002,1/1/2024 8:33,39.74215681,-104.9799061,8,0,0.002134042,1
TRUCK_002,1/1/2024 8:33,39.7442908,-104.979898,8,0,0.002134006,1
TRUCK_002,1/1/2024 8:34,39.74642479,-104.9798913,8,0,0.002134001,1
TRUCK_002,1/1/2024 8:34,39.74751346,-104.9785361,8,0,0.001738311,1
TRUCK_002,1/1/2024 8:34,39.74941437,-104.9781479,8,0,0.001940142,1
TRUCK_002,1/1/2024 8:35,39.75154837,-104.9781452,8,0,0.002133998,1
TRUCK_002,1/1/2024 8:35,39.75368178,-104.9781717,8,0,0.002133582,1
TRUCK_002,1/1/2024 8:35,39.75547927,-104.9771873,8,0,0.002049382,1
TRUCK_002,1/1/2024 8:36,39.75699156,-104.9752366,8,0,0.002468262,1
TRUCK_002,1/1/2024 8:36,39.75845057,-104.9733535,8,0,0.002382163,1
TRUCK_002,1/1/2024 8:36,39.76058456,-104.9733513,8,0,0.002133995,1
TRUCK_002,1/1/2024 8:37,39.76271855,-104.9733537,8,0,0.002133992,1
TRUCK_002,1/1/2024 8:37,39.76485252,-104.9733494,8,0,0.002133973,1
TRUCK_002,1/1/2024 8:37,39.76698651,-104.9733519,8,0,0.002133993,1
TRUCK_002,1/1/2024 8:38,39.7691205,-104.9733558,8,0,0.002133993,1
TRUCK_002,1/1/2024 8:38,39.77064674,-104.9714561,8,0,0.002436806,1
TRUCK_002,1/1/2024 8:38,39.77215397,-104.9694992,8,0,0.002470086,1
TRUCK_002,1/1/2024 8:39,39.77289508,-104.9671079,8,0,0.002503485,1
TRUCK_002,1/1/2024 8:39,39.77282239,-104.9615782,8,0,0.00553021,1
TRUCK_002,1/1/2024 8:39,39.77287668,-104.9643425,8,0,0.002764898,1
TRUCK_002,1/1/2024 8:39,39.77314422,-104.959092,8,0,0.005257378,1
TRUCK_002,1/1/2024 8:39,39.77514141,-104.958364,8,0,0.002125746,1
TRUCK_002,1/1/2024 8:40,39.7772727,-104.9582513,8,0,0.002134269,1
TRUCK_002,1/1/2024 8:40,39.77940667,-104.958242,8,0,0.002133993,1
TRUCK_002,1/1/2024 8:40,39.78153757,-104.958152,8,0,0.002132791,1
TRUCK_002,1/1/2024 8:41,39.78279898,-104.9592678,8,0,0.001684076,1
TRUCK_002,1/1/2024 8:41,39.78493294,-104.959261,8,0,0.00213397,1
TRUCK_002,1/1/2024 8:41,39.78706692,-104.9592573,8,0,0.002133982,1
TRUCK_002,1/1/2024 8:42,39.7892009,-104.9592561,8,0,0.002133985,1
TRUCK_003,1/1/2024 8:00,39.8123965,-104.8779458,8,0,0,2
TRUCK_003,1/1/2024 8:00,39.80786196,-104.8760394,8,0,0.004918979,2
TRUCK_003,1/1/2024 8:00,39.80607685,-104.8817258,8,0,0.005959984,2
TRUCK_003,1/1/2024 8:01,39.80261846,-104.8843867,8,0,0.004363606,2
TRUCK_003,1/1/2024 8:01,39.79732977,-104.884491,8,0,0.005289724,2
TRUCK_003,1/1/2024 8:10,39.79453504,-104.8884781,8,0,0.004868979,2
TRUCK_003,1/1/2024 8:11,39.79197747,-104.8932775,8,0,0.005438341,2
TRUCK_003,1/1/2024 8:11,39.7881342,-104.8962082,8,0,0.004833224,2
TRUCK_003,1/1/2024 8:11,39.78549788,-104.8998691,8,0,0.004511311,2
TRUCK_003,1/1/2024 8:12,39.78096551,-104.9026176,8,0,0.005300648,2
TRUCK_003,1/1/2024 8:12,39.77880255,-104.9082281,8,0,0.006013022,2
TRUCK_003,1/1/2024 8:12,39.77870151,-104.9150818,8,0,0.006854438,2
TRUCK_003,1/1/2024 8:13,39.77873774,-104.921933,8,0,0.006851209,2
TRUCK_003,1/1/2024 8:13,39.77468321,-104.9232724,8,0,0.00427006,2
TRUCK_003,1/1/2024 8:13,39.77560381,-104.9300215,8,0,0.006811546,2
TRUCK_003,1/1/2024 8:14,39.77585404,-104.936593,8,0,0.006576346,2
TRUCK_003,1/1/2024 8:14,39.77289096,-104.9412667,8,0,0.005533772,2
TRUCK_003,1/1/2024 8:14,39.77290184,-104.948122,8,0,0.006855321,2
TRUCK_003,1/1/2024 8:15,39.77291049,-104.9549774,8,0,0.00685539,2
TRUCK_003,1/1/2024 8:15,39.77282882,-104.9618246,8,0,0.006847706,2
TRUCK_003,1/1/2024 8:15,39.77276858,-104.968609,8,0,0.006784694,2
TRUCK_003,1/1/2024 8:16,39.76902021,-104.9733555,8,0,0.006048112,2
TRUCK_003,1/1/2024 8:16,39.76373022,-104.9733502,8,0,0.005289997,2
TRUCK_003,1/1/2024 8:16,39.75844023,-104.9733535,8,0,0.005289987,2
TRUCK_003,1/1/2024 8:17,39.75478938,-104.9768468,8,0,0.005052894,2
TRUCK_003,1/1/2024 8:17,39.74952394,-104.9769623,8,0,0.005266702,2
TRUCK_003,1/1/2024 8:17,39.74552027,-104.9787352,8,0,0.004378646,2
TRUCK_003,1/1/2024 8:18,39.74023027,-104.9787505,8,0,0.005290026,2
TRUCK_003,1/1/2024 8:18,39.73494032,-104.9787179,8,0,0.005290047,2
TRUCK_003,1/1/2024 8:18,39.72965103,-104.9787525,8,0,0.005289408,2
TRUCK_003,1/1/2024 8:19,39.72436134,-104.9787686,8,0,0.005289713,2
TRUCK_003,1/1/2024 8:19,39.71914389,-104.979127,8,0,0.005229745,2
TRUCK_003,1/1/2024 8:19,39.7147181,-104.97807,8,0,0.004550254,2
TRUCK_003,1/1/2024 8:25,39.7075009,-104.903509,8,0,0.074909483,2
TRUCK_003,1/1/2024 8:25,39.7079413,-104.9035063,8,0,0.000440403,2
TRUCK_003,1/1/2024 8:25,39.70838169,-104.9035037,8,0,0.000440403,2
TRUCK_003,1/1/2024 8:26,39.70882209,-104.903501,8,0,0.000440403,2
TRUCK_003,1/1/2024 8:26,39.70926248,-104.9034984,8,0,0.000440403,2
TRUCK_003,1/1/2024 8:26,39.7097021,-104.9034648,8,0,0.000440901,2
TRUCK_003,1/1/2024 8:27,39.7101417,-104.9034305,8,0,0.000440939,2
TRUCK_003,1/1/2024 8:27,39.71058131,-104.9033962,8,0,0.000440939,2
TRUCK_003,1/1/2024 8:27,39.71102091,-104.9033618,8,0,0.000440939,2
TRUCK_003,1/1/2024 8:28,39.71146094,-104.9033479,8,0,0.000440256,2
TRUCK_003,1/1/2024 8:28,39.71190134,-104.903348,8,0,0.0004404,2
TRUCK_003,1/1/2024 8:28,39.71234174,-104.9033481,8,0,0.0004404,2
TRUCK_003,1/1/2024 8:29,39.71278214,-104.9033482,8,0,0.0004404,2
TRUCK_003,1/1/2024 8:29,39.7132205,-104.9033902,8,0,0.000440372,2
TRUCK_003,1/1/2024 8:29,39.71365743,-104.9034617,8,0,0.000442732,2
TRUCK_003,1/1/2024 8:30,39.71409436,-104.9035331,8,0,0.000442732,2
TRUCK_003,1/1/2024 8:30,39.71453293,-104.9035724,8,0,0.000440319,2
TRUCK_003,1/1/2024 8:30,39.71497332,-104.9035757,8,0,0.000440405,2
TRUCK_003,1/1/2024 8:31,39.71541371,-104.903579,8,0,0.000440405,2
TRUCK_003,1/1/2024 8:31,39.7158541,-104.9035824,8,0,0.000440405,2
TRUCK_003,1/1/2024 8:31,39.7162945,-104.9035857,8,0,0.000440405,2
TRUCK_003,1/1/2024 8:32,39.71673489,-104.903589,8,0,0.000440405,2
TRUCK_003,1/1/2024 8:32,39.71717528,-104.9035896,8,0,0.000440389,2
TRUCK_003,1/1/2024 8:32,39.71805608,-104.9035885,8,0,0.000880799,2
TRUCK_003,1/1/2024 8:32,39.71761568,-104.903589,8,0,0.0004404,2
TRUCK_003,1/1/2024 8:32,39.7183597,-104.9037666,8,0,0.000764916,2
TRUCK_003,1/1/2024 8:38,39.7935641,-105.0236482,8,0,0.141517843,2
TRUCK_003,1/1/2024 8:38,39.79229745,-105.0219339,8,0,0.002131448,2
TRUCK_003,1/1/2024 8:38,39.79031997,-105.0216464,8,0,0.00199828,2
TRUCK_003,1/1/2024 8:39,39.78810926,-105.0216453,8,0,0.002210706,2
TRUCK_003,1/1/2024 8:39,39.78589855,-105.0216441,8,0,0.002210707,2
TRUCK_003,1/1/2024 8:39,39.78405618,-105.0210171,8,0,0.001946169,2
TRUCK_003,1/1/2024 8:40,39.78389461,-105.0181726,8,0,0.002849081,2
TRUCK_003,1/1/2024 8:40,39.78395818,-105.0153129,8,0,0.002860412,2
TRUCK_003,1/1/2024 8:40,39.78383141,-105.0124548,8,0,0.002860916,2
TRUCK_003,1/1/2024 8:41,39.78383727,-105.0095894,8,0,0.002865336,2
TRUCK_003,1/1/2024 8:41,39.78374688,-105.0067362,8,0,0.002854604,2
TRUCK_003,1/1/2024 8:41,39.78157346,-105.0064647,8,0,0.002190312,2
TRUCK_003,1/1/2024 8:42,39.77936314,-105.0064416,8,0,0.002210442,2
TRUCK_003,1/1/2024 8:42,39.77715243,-105.0064418,8,0,0.00221071,2
TRUCK_003,1/1/2024 8:42,39.77494172,-105.0064419,8,0,0.002210711,2
TRUCK_003,1/1/2024 8:43,39.77273101,-105.006442,8,0,0.002210712,2
TRUCK_003,1/1/2024 8:43,39.77129594,-105.0054377,8,0,0.001751596,2
TRUCK_003,1/1/2024 8:43,39.76917632,-105.0053055,8,0,0.00212374,2
TRUCK_003,1/1/2024 8:54,39.76696561,-105.0052983,8,0,0.002210719,2
TRUCK_003,1/1/2024 8:54,39.7647549,-105.005291,8,0,0.00221072,2
TRUCK_003,1/1/2024 8:54,39.76254419,-105.0052838,8,0,0.002210721,2
TRUCK_003,1/1/2024 8:55,39.76096993,-105.0045345,8,0,0.001743463,2
TRUCK_003,1/1/2024 8:55,39.7597661,-105.0021321,8,0,0.002687206,2
TRUCK_003,1/1/2024 8:55,39.75841513,-104.9998668,8,0,0.002637527,2
TRUCK_003,1/1/2024 8:56,39.75695637,-104.9977205,8,0,0.002595151,2
TRUCK_003,1/1/2024 8:56,39.75539712,-104.99569,8,0,0.002560078,2
TRUCK_003,1/1/2024 8:56,39.7538126,-104.9936929,8,0,0.002549336,2
TRUCK_003,1/1/2024 8:57,39.75410103,-104.9916697,8,0,0.002043612,2
TRUCK_003,1/1/2024 8:57,39.7525389,-104.9896431,8,0,0.002558815,2
TRUCK_003,1/1/2024 9:02,39.7955743,-104.9687553,9,0,0.047836658,2
TRUCK_003,1/1/2024 9:03,39.78706633,-104.9638951,9,0,0.0097983,2
TRUCK_003,1/1/2024 9:03,39.78003616,-104.9591658,9,0,0.008472887,2
TRUCK_003,1/1/2024 9:03,39.77995481,-104.9457324,9,0,0.013433617,2
TRUCK_003,1/1/2024 9:04,39.77280081,-104.9406363,9,0,0.00878355,2
TRUCK_003,1/1/2024 9:04,39.76242592,-104.9406795,9,0,0.010374983,2
TRUCK_003,1/1/2024 9:04,39.75205128,-104.9407578,9,0,0.010374936,2
TRUCK_003,1/1/2024 9:05,39.74167676,-104.9407699,9,0,0.01037453,2
TRUCK_003,1/1/2024 9:05,39.73372704,-104.9366295,9,0,0.008963337,2
TRUCK_003,1/1/2024 9:05,39.68529982,-104.9707904,9,0,0.059263503,2
TRUCK_003,1/1/2024 9:06,39.71785584,-104.9281288,9,0,0.053664729,2
TRUCK_003,1/1/2024 9:06,39.7092935,-104.9258225,9,0,0.00886752,2
TRUCK_004,1/1/2024 8:00,39.7656281,-104.9318203,8,0,0,2
TRUCK_004,1/1/2024 8:00,39.76409444,-104.9318472,8,0,0.001533898,2
TRUCK_004,1/1/2024 8:00,39.76256059,-104.9318471,8,0,0.00153385,2
TRUCK_004,1/1/2024 8:01,39.76183347,-104.9307026,8,0,0.001355909,2
TRUCK_004,1/1/2024 8:06,39.76040952,-104.9305584,8,0,0.001431236,2
TRUCK_004,1/1/2024 8:06,39.75887563,-104.9305561,8,0,0.001533889,2
TRUCK_004,1/1/2024 8:07,39.75836493,-104.9292305,8,0,0.001420594,2
TRUCK_004,1/1/2024 8:07,39.75759507,-104.928236,8,0,0.001257647,2
TRUCK_004,1/1/2024 8:07,39.75606124,-104.9282231,8,0,0.001533894,2
TRUCK_004,1/1/2024 8:08,39.7545275,-104.9281955,8,0,0.001533987,2
TRUCK_004,1/1/2024 8:08,39.75299387,-104.9281585,8,0,0.00153407,2
TRUCK_004,1/1/2024 8:08,39.75146005,-104.9281699,8,0,0.001533864,2
TRUCK_004,1/1/2024 8:09,39.7508401,-104.9269885,8,0,0.00133416,2
TRUCK_004,1/1/2024 8:09,39.74930623,-104.9269786,8,0,0.001533903,2
TRUCK_004,1/1/2024 8:09,39.7492664,-104.9250464,8,0,0.001932589,2
TRUCK_004,1/1/2024 8:10,39.74893714,-104.923482,8,0,0.001598713,2
TRUCK_004,1/1/2024 8:10,39.74741589,-104.9234526,8,0,0.001521526,2
